"tweet_id","customer_text","brand_reply_text","thread_id","created_at"
"2124892","@115850 can someone from your support team get un touch with me asap.Pl DM for contact number","@625785 or get in touch with the support team here: https://t.co/vlvfJr4nN9 for more assistance. 2/2 ^NK","2124892","Wed Nov 08 18:09:06 +0000 2017"
"2312489","@AmazonHelp I haven’t preloaded due to not receiving a code","@164356 Thanks for letting us know. I haven't been able to find where it pre loads, did you find this on our website? If so, could you link us to where it's at? ^DW","2312488","Sun Nov 12 22:38:47 +0000 2017"
"1405337","@123644 I have returned the item,but still haven't received refund.
ordr#402-8581842-4257933
Speed post track# EK706903745IN","@446712 Please don't provide your order details, we consider it to be personal information. Our page is visible to the public.^SM (2/2)","1405337","Sat Oct 28 18:07:56 +0000 2017"
"2507227","I've had Amazon Prime for 10 years as of earlier this week. I've spent £700 just so I didn't have to wait for things to be delivered.

Honestly worth it. @115830 - here's to 10 more years.","@714835 Here's to more great years to come! 😁 ^JZ","2507227","Wed Nov 15 21:05:28 +0000 2017"
"2814416","@AmazonHelp already communicate me. and I did not get any answer .. I need to unlock the account so that my orders are released. Does anyone speak Spanish?","@784666 On Twitter we have no access into your account. When did you contact the customer service? ^MF","2814414","Mon Nov 27 02:43:31 +0000 2017"
"2676448","@AmazonHelp Today my refund request is completed and my order is taken by delivery man but still I'm not getting any response from Amazon","@445386 Refunds are typically processed once the returned package is received at our center. Request you to wait. ^OS","2676448","Tue Oct 31 13:35:35 +0000 2017"
"1174744","@115850 has to be cheaper on amazon..n Bingo.. #amazingamazon https://t.co/DylXpqyNML","@270759 The price you saw were the lowest we were able to offer. However, we will forward your feedback to our team internally. ^SM","1174744","Tue Oct 24 20:23:43 +0000 2017"
"2890614","@AmazonHelp Nov 29th by EOD. I have not received any information about the shipment and was told today it will get shipped today.","@801380 Thanks for that information! If you have not received a delayed delivery notice, then we still expect your package to arrive on time. Please let us know if you do not receive your order on the 29th by 8PM ^AR","2890613","Tue Nov 28 23:11:59 +0000 2017"
"384475","@AmazonHelp Bjr, suivi C10036014503. 
SAV déjà contacté, mais pfff....","@207035 J'ai remonté cela au département en charge afin que cet incident ne se reproduise pas.  ^BR","384476","Mon Oct 09 11:20:43 +0000 2017"
"1767507","@AmazonHelp I got it today, you've always been on the dot and I understand things can slip up! So I'll let you off! 😅 Hahaha. Thanks for the reply!","@531477 You're the best! 😁 Thanks for keeping us updated! Please let us know if you ever have any other questions or concerns. ^WJ","1767506","Wed Nov 08 16:08:12 +0000 2017"
"987451","@115850 @115850 you hold my account how can I contact...why you hold my account @AmazonHelp","@353980 from our account specialist team. Kindly check. Also, you may reply to the email received for further help. ^AK (2/2)","987450","Sat Oct 14 12:05:57 +0000 2017"
"1563861","@AmazonHelp Such temptations give you others Nitin Patel does not have such work,😠😠😠😠😠","@450218 I understand you're upset. Please give us some time. We'll revert to you at the earliest. ^OS","1563860","Tue Oct 17 13:27:20 +0000 2017"
"2349508","@AmazonHelp Sorry that doesn't help. I contacted u on @123765 for it's supposed to be a more interactive and effective forum. What's your customer care email id and phone no, in case u don't want to solve my problem here?","@679139 We cannot access your account here on Twitter, hence I request you to contact us through the link provided earlier. ^MD","2349507","Mon Nov 13 17:38:54 +0000 2017"
"2212123","@AmazonHelp Sorry to say but contact seller support team not   solve the problem last 13 day than contact u.... And u say contact seller team verry Verry poor service support by amazon....","@523966 While I understand your concerns, the seller support team would be the right team to answer your queries. Please respond to their email for further support. ^JC","2212122","Fri Nov 10 05:08:41 +0000 2017"
"551858","Thanks @115830 for delivering my 6 year old daughters Christmas present this afternoon with no additional packaging. She found it on the doorstep and could clearly see what it was. #itsallaboutthemagic #gone https://t.co/R07lqSjl53","@248640 Oh no! We never intend to ruin the surprise! We use Frustration Free Packaging to reduce the amount of packing materials used on an item. For more information about our Frustration Free Packaging, you can visit here: https://t.co/PxO7v0LWVf ^SM","551858","Sat Dec 02 19:27:18 +0000 2017"
"1702137","@AmazonHelp my parcel was left at the front door in full view of the road - which is not secured by a wall or gate - I emailed cust service - no reply","@516082 E-mail replies may take up to 12 hours. For real-time help, please reach out via chat or phone: https://t.co/JzP7hlA23B ^WT","1702138","Mon Nov 06 21:35:47 +0000 2017"
"964233","@115850 fake sale... Showing this deal is in ur cart bt when clicking on checkout it showing unavailable.. https://t.co/ga32jGAJSc","@348864 I'd like to understand this better. Please connect with us here: https://t.co/00q4Sqj9zL for assistance. ^KA","964233","Sat Oct 14 02:44:36 +0000 2017"
"2398263","@119625 When will Home Alone and Home Alone 2 will be released?","@426412 We don't have an announcement yet, we will continue to add new content. Keep checking https://t.co/FYM9PIZOR8 where we highlight the latest movies and TV shows we have available. ^SU","2398263","Tue Nov 14 13:18:05 +0000 2017"
"743348","@AmazonHelp this is sixth day without resolution","@200255 I'm sorry about that, we certainly didn't expect this to happen. Please revert to the correspondence with your concerns. ^SC","743347","Sun Oct 15 02:34:24 +0000 2017"
"2319759","@AmazonHelp I sent details. Got it?","@284942 Thanks for confirming. If you've shared the details, you should've received a correspondence from our team to your registered email address. Kindly check and reply if needed. ^MO","2319758","Tue Nov 14 12:37:28 +0000 2017"
"2704931","@115830 your having a laugh. Look at this over packaging! https://t.co/BV9u7VyQgY","@759705 Wow! That is some serious over packaging! Leave us feedback that goes straight to the appropriate department using this:  https://t.co/fxgZ6hTrFA ^CH","2704931","Sun Nov 19 22:37:59 +0000 2017"
"712467","This is the 3rd time Amazon has delayed my shipment or not delivered it on time. 😡","@290384 So sorry for the delay! Was this item sold by Amazon or one of our sellers? Who's the carrier: https://t.co/Y5jpI9gRhE ^JZ","712467","Tue Oct 10 22:19:24 +0000 2017"
"879177","@AmazonHelp @115850  pickup for Pickup Tracking ID: 
710393149926 didn't happen today.Please check.","@159044 Please don’t provide your details as we consider them to be personal info. Our Twitter page is visible to public. (2/2)^YP","879177","Fri Oct 13 16:13:26 +0000 2017"
"2230304","@AmazonHelp @115850 Why you loot consumers by charging more for a product than mentioned MRP?","@650853 Please note that this price may differ from the price shown for the item when you first placed it in your cart. For more info please go through this link: https://t.co/YXXSrQWOfZ. ^JS","2230304","Fri Nov 10 11:31:57 +0000 2017"
"498414","Why is @116090 such a mess? In 7 years of living in the US, I had to call @115821 only a handful of times to resolve issues. 3 months of living in Canada and I've already called @116090 at least a dozen times.","@233978 I'm very sorry for the frustration, Amirah! Have you had trouble with a recent order/delivery? Could you tell us more details about what's going on? HM","498414","Fri Dec 01 18:46:32 +0000 2017"
"115943","@116316 was müssen wir machen, damit wir nicht unaufgefordert Plastikmüll in das Haus geschickt bekommen? Müllvermeidung,vor allem Plastik,sollte Ihnen wichtig sein. Zweimalig traf sie ein. Für mich und extra für meine Ehefrau. #sinnlosekarte https://t.co/Z5mNmnA8ya","@141819 Unser Kundenservice kann das abstellen. Melde dich bitte über folgenden Link: https://t.co/5RHhEVutwe Aus Datenschutzgründen müsste sich deine Frau gesondert melden, da wir nur das jeweilige Kundenkonto bearbeiten können. Viele Grüße ^UK","115943","Thu Nov 23 10:18:50 +0000 2017"
"2199086","@AmazonHelp Hola. Me han bloqueado la cuenta de  @120533   y me pide enviar fax. No tengo posibilidad de mandar Fax, Me ayudan a desbloquear?  Hice dos compras y veo el consumo en visa, recibiré mis compras?","@350315 1/2 Hola lamentamos el inconveniente. En caso de que desees recuperar el acceso a tu cuenta, recuerda que ..","2199086","Thu Oct 19 13:37:53 +0000 2017"
"319478","@AmazonHelp I cancelled the subscription before the trial ended but it didn't work and I was charged - i haven't used any of the Prime services","@192174 Hi Danni, you can cancel here for a refund if you haven't used it yet: https://t.co/aUIKaoq6O5 ^AT","319477","Sat Oct 07 12:16:10 +0000 2017"
"530732","@AmazonHelp Dont have access to them","@150731 Please click the link and it would redirect you to Amazon.in where you will have to sign in to your account&gt;Select the order&gt;Click on view order details&gt;Invoice&gt;Print/Download invoice. Keep us posted, we are here to help ^KK","530731","Sat Dec 02 10:28:06 +0000 2017"
"806315","@AmazonHelp Hi, this just sent me to the American Amazon. Where do you find the contact details?","@299829 That's odd! You can use this link to contact us: https://t.co/JzP7hlA23B Let us know if this helps! ^HM","806314","Thu Oct 12 17:56:33 +0000 2017"
"280929","@115850 why not able to add gift voucher received from Yippee","@182940 and also the error message you see while adding it to your account. (2/2) ^VM","280929","Fri Oct 06 10:21:52 +0000 2017"
"2869591","I'm really thankful for Edwin over at @115821 for helping me out, but I'm still really upset I've had to deal with the same issue twice in one week. Amazon and I used to have such a great relationship.","@128282 Glad to hear that we were able to help! Hopefully we took care of the issue once and for all! ^LS","2869591","Tue Nov 28 01:50:16 +0000 2017"
"382203","@AmazonHelp Se non c'è fretta nel farglielo ritrovare giochiamo ad acqua, fuoco e fuochino 😂 - MG","@206625 Diabolici 😂! ^ZC https://t.co/ASZS0xQVKK","382204","Wed Oct 25 14:17:19 +0000 2017"
"1275027","@115850 
My order #408-2638784-9394763 was for 2 pcs of Pop sockets. Recvd only 1 pc
Pls refund or send me d pending item
#CustomerService","@418462 We're sorry for the incomplete order. Please contact us here: https://t.co/vlvfJr4nN9 and we'll help you. (1/2) ^ZH","1275027","Mon Oct 16 07:34:19 +0000 2017"
"296399","@AmazonHelp It’s https://t.co/dED0SzPfH4","@133051 Thank you for confirming! You can view your current order status and tracking information here: https://t.co/Y5jpI9gRhE. ^SD","296401","Fri Oct 06 18:31:04 +0000 2017"
"2675965","@115830 Yes they were split but both were for next day delivery, both said due by 8pm yesterday one arrived the other hasnt n tracking now says 8nov","@753201 Oh my! I'm sorry about this. We're you given a reason for delay via e-mail. Also, check your spam/junk mail as well. ^AL","2675964","Tue Oct 31 13:46:28 +0000 2017"
"1427180","なんかAmazonから有料サイト使用の際の未納分があります、本日中に連絡しないと法的処置に移行しますってショートメール来たんだけどさ。カード登録してんだからそっから落とせよ。つかメールアドレス登録してんだからそっちに送れよって思うよね。みんな気をつけてね。","@451519 ご承知のとおり、残念ながら悪質な詐欺が増加しているようですのでお気を付けください。
https://t.co/st4oU67M9n を装った詐欺と思われる連絡を受け取った際はこちらをご覧ください。→ https://t.co/6FFQWtk21y SK","1427180","Fri Oct 20 03:49:40 +0000 2017"
"483853","@230099 @115821 @UPSHelp I just live-chatted and there is no resolution. They'll let me know new date when they get warehouse unloaded. Oh well. You're right. It is what it is.","@229491 I'm sorry about the poor experience, Charles! Is there an order from us that's late? If so, what's the status? You can see that here: https://t.co/Y5jpI9gRhE Let us know if we can help out!  ^FR","483855","Fri Dec 01 14:31:30 +0000 2017"
"1548398","Hey @115821, I’ll be canceling my Prime subscription now that #amzl_us has delivered my 1 day order late for the fourth time in a row.","@479339 I'm so sorry for the troubling delivery experiences! We'd like to look into this further for you. When you have a moment, please provide your order details at the following link: https://t.co/yWAT7XXmlA ^ST","1548398","Sun Nov 26 02:50:48 +0000 2017"
"331327","@115821 @115850 I have sent 100s of reply but none respond or answer me as what violation I did.. can you answer me as what was my violation?","@194887 and I’ll contact you at the earliest. (2/2) ^ST","331325","Sun Oct 08 03:53:17 +0000 2017"
"1845981","@AmazonHelp It's been approved","@552944 Marc, since your credit card has been approved, is the gift card now on your account? Keep us posted. Thanks. ^SE","1845980","Thu Oct 19 19:56:09 +0000 2017"
"969837","@AmazonHelp なるほど、教えて下さっでありがとうございます。","@350166 とんでもないです！Twitterでもサポートさせていただいておりますので、何かご不明な点などございましたら、いつでもお知らせくださいませ。ET","969838","Sun Oct 22 07:08:09 +0000 2017"
"1434942","@115830 hi, is there a contact number for World of Books Ltd? Parcel still not jere &amp; needed for tomorrow!! Help.","@406523 I'm sorry for the delay, Jade. To contact a third party seller, go to the item page and click on their name. ^EM","1434942","Thu Nov 02 13:52:13 +0000 2017"
"1373637","@AmazonHelp FYI order is 702-1921765-1055463 on @116090 . I have another order with a $0.03 list price drop and I need to know soon what will happen to it.","@439717 To clarify, is this item sold by Amazon.ca? More info about Pre-Order Price Guarantee here: https://t.co/RKME5lCtok ^SJ","1373636","Sat Oct 28 00:49:42 +0000 2017"
"1289712","Tfw @AmazonHelp don’t dispatch your parcel and then refuse to cancel it?? Yeah nice one cheers I DONT NEED IT ANYMORE","@421613 Oh no, Ellie! Were you given a new delivery date? If it has dispatched, you can return it here: https://t.co/KF0pz8w0Li ^NS","1289712","Thu Oct 26 18:57:45 +0000 2017"
"986073","@AmazonHelp The new films &amp; rentals options are blank.","@353697 What device are you using? ^KM","986072","Sat Oct 14 10:34:15 +0000 2017"
"865676","@AmazonHelp That’s not the problem just want to down load to the echo app albums but I can’t","@325576 We'd like to look into this in real-time with you, please reach out to us by phone or chat here: https://t.co/qy3J24VGxb ^GR","865674","Fri Oct 13 19:51:39 +0000 2017"
"1741042","@AmazonHelp Sí. Compré en preventa ese libro y salió a la venta el 31 de octubre. Aún no me lo envían.","@525277 -David, ¿recibiste alguna fecha estimada de entrega en el e-mail de confirmación de tu compra? ^LG","1741041","Tue Nov 07 17:09:52 +0000 2017"
"470838","@AmazonHelp Je n’y parviens pas à chaque test d’envoi de fax, on me dit erreur communication.
Je n’ai pas confiance en l’envoi par voie postale, encore moins à une adresse anglaise.
Belle manière d’accueillir un nouveau client en ce Black friday..","@227100 Je comprends la situation et je suis vraiment désolée. Pour vérifier cela, je vous propose le service client directement via le lien suivant : https://t.co/MBTDQi7u2J ^SB","470839","Tue Nov 28 11:06:36 +0000 2017"
"538473","@AmazonHelp I tried the chat team earlier. They said someone would email me. So will wait and see what they say I guess. Is there a way to cast to the Echo from the App?","@244839 Great, please keep us informed on the resolution. In the meantime, you can stream from the App to the Echo. You can find out more information here: https://t.co/NUpObEdb4e. ^PJ","538472","Sat Dec 02 14:54:19 +0000 2017"
"2568071","@AmazonHelp What a solution to the problem.
U need 3 more days to ship my package frm mumbai warehouse to thane. Even snails are faster than ur delivery","@720879 and reply to it if needed. (2/2)^YP","2568070","Tue Oct 31 14:46:55 +0000 2017"
"1033099","@115850 while other players in the market update wallets in mins, .@115850 takes 24 hrs to update their wallet - Pay balance!","@364427 The pay balance gets loaded quickly. However, if the transaction is in approval or pending from the banks end, it may take time. ^HA","1033098","Sat Oct 14 17:57:32 +0000 2017"
"1699303","@AmazonHelp I hv nt receivd any mail on my registered email. Further would request u to counter me here instead of running away. Put the facts here. I AM CONFIDENT mine is not isolated incidence. Amazon has duped many with fake products. It clear from its behaviour. I appeal to avoid Amazon","@270757 We'll not be able to work on your concern over Twitter. Request you to share your details in the link provided earlier and we'll reach out to you. ^GK","1699309","Fri Nov 10 05:15:27 +0000 2017"
"701531","@118919  Hi Team, I am planning to buy Echo for my family in India. How long I have to wait for the invitation letter. Plus I already have prime in USA, should I get one in India also ?","@287465 If you have requested an invite, we will honor your request and send you an invite. Due to heavy demand, we send limited number of invites each week. Keep an eye on your inbox. Also, Prime services are market place independent. (1/2)","701531","Thu Nov 23 16:27:16 +0000 2017"
"1481855","@AmazonHelp 返信ありがとうございます。
今までなら注文したその日にメールが届いたんですが、1日経ってもメールが届きません。
メッセージセンターも確認しましたがまだ届いてないようです。
お届け予定日を超えてしまわないか心配です。","@464075 (2/2)万が一予定日を過ぎても届かない場合には、こちらからカスタマーサービスまでご連絡ください。 https://t.co/J6YEizo6qC YM","1481858","Fri Nov 03 01:57:48 +0000 2017"
"420459","@115850 What is the customer care number of Amazon India?","@215210 You may reach out to our support team using the link provided here: https://t.co/2t6DQoUmNZ for any assistance. ^AB","420459","Tue Oct 10 06:31:09 +0000 2017"
"1359021","@115850 I did not get my product that I order plz help","@436849 Sorry for this ordeal with your order. We'd like to take a closer look. Please connect with us here: https://t.co/TdDksLo6Mf ^HD","1359021","Fri Oct 27 19:52:01 +0000 2017"
"239023","@115850  I bought one plus 3T phone on 21st sep 2017(ORDER # 408-8137211-1133927). product was defective. On placing return, amazon1/2","@172830 Please don't provide your order details, as we consider it to be personal information.Our page is visible to public.(2/2)^AU","239023","Tue Oct 03 12:34:08 +0000 2017"
"1125274","@AmazonHelp I have used this link given by you thrice already, now I need an immediate response.","@385325 We've received your details. We'll have our team work on it and write back to you at the earliest.^SF","1125273","Tue Oct 24 09:01:18 +0000 2017"
"2588285","@115830 Hello. i ordered this Pop Vinyl on Saturday, costing £30.21, and just checked my orders on my profile and is not there... https://t.co/FOcAyfbhqG","@733288 Oh no! We'd like to look into this further. When you have a chance, please reach out to us here: https://t.co/JzP7hlA23B ^VB","2588285","Mon Oct 30 18:29:38 +0000 2017"
"898521","@AmazonHelp And at time of shopping there was no any condition about exclusion of this product.","@333357 We'd like to check this. Kindly share your details here: https://t.co/beaaDm0muc and we'll look into this for you. ^GK","898520","Sat Oct 21 10:24:24 +0000 2017"
"2435040","@AmazonHelp It was Amazon delivery. First time this year, constant last year","@698690 I'd like to have a member of my team take a look! Please send us details here: https://t.co/lgOTXHXqVw Thank you, Toni! ^AB","2435041","Sun Nov 19 19:44:39 +0000 2017"
"2288242","@AmazonHelp It was both, there were multiple products in one shipment.","@664792 We'd like to provide the best assistance, Jenn! When you get a moment, please reach out here: https://t.co/hApLpMlfHN ^FD","2288241","Thu Oct 19 19:49:27 +0000 2017"
"970577","@AmazonHelp どうも。Chromeのおそらく最新版（61.0.3163.100）で、OSはWindows10 64bit（最新）です。Chromeでも他のサイトは全く重くなく、Amazonだけがページの更新や切り替わりが異常に遅いです。たまにエラーにも。IE、スマホアプリでは問題ありません。","@350311 待たせいたしました。現在、ChromeからAmazonへ正常に接続できる事を確認しております。お客様のご利用端末からもご確認をお願いいたします。問題が改善していない場合には、お知らせください。HM","970579","Tue Oct 17 08:42:02 +0000 2017"
"1496016","Sería un #FelizFinde si llegara hoy mi pedido de @116928, pero @135806 me manda el pedido https://t.co/OHGOhJXS7l","@467340 🙈 Hola, ¿Que fecha estimada de entrega tiene tu pedido? ^MB","1496016","Fri Nov 03 11:56:08 +0000 2017"
"837150","@115830 your delivery drivers didn't feel like delivering my prime parcel today. No knock on the door or anything. 
Lazy.","@319238 Apologies Liz. Does the tracking suggest a delivery was attempted? If so, please reach out - https://t.co/JzP7hlA23B ^TP","837150","Fri Oct 13 09:37:00 +0000 2017"
"570055","So ups holds my package hostage for days, and now Amazon is holding my refund hostage until UPS delivers the package back to Amazon. What is this???","@253809 I'm sorry for the frustration with your refund! It can take up to 2 weeks for us to receive and process the return after the carrier receives the item. You can check the refund status from Your Orders. There is more information here: https://t.co/lLvXDl4hjX ^SJ","570055","Sun Dec 03 03:27:13 +0000 2017"
"592032","@AmazonHelp One more thing, i ordered this for a Christmas gift along with multiple other items. The others are set to arrive together but this one is said to be arriving as (1 item) why is the order total $44.24? I’ve requested a cancellation because of this. I’m just confused. https://t.co/cXiyYqfR6E","@260110 Just to confirm, was this item sold and shipped by us or a third-party seller? More info about ordering from our third-party sellers here: https://t.co/JN16O4qSid ^JF","592031","Sun Dec 03 18:00:38 +0000 2017"
"1297446","@AmazonHelp Is that even possible on a Kindle HD? It's basically  a system app on your devices. (ps i would prefer a less restricted android skin)","@210148 Hmm...how about any software/app updates? Are those completely up to date? We'd like help out! ^BL","1297445","Thu Oct 26 23:01:42 +0000 2017"
"786502","@AmazonHelp  https://t.co/eIkGQpcoL3","@307624 I'm sorry to see you upset with this order, pick the link shared to drop in your details &amp; we'll get in touch with you. ^MJ","786501","Thu Oct 12 09:56:06 +0000 2017"
"934305","@AmazonHelp Bonsoir, veuillez m’excuser l'erreur venez de moi 😅 vraiment toutes mes excuses pour le dérangement très bonne soirée à vous !","@341637 Ravi que la situation soit éclaircie et nous restons à votre entière disposition. Merci pour votre compréhension ^RA","934306","Sat Oct 21 17:37:11 +0000 2017"
"317293","@AmazonHelp my Alexa is flashing green and I asked her why said it’s an incoming call or to do with a drop in, can u help it won’t stop?","@191722 Hi Alison, have you tried restarting? ^AT","317293","Sat Oct 07 08:17:42 +0000 2017"
"431088","@AmazonHelp order # 202-6502891-3578711 apparently arriving today but hasn’t been despatched yet? Can you confirm arrival date of today?","@217508 We are here to help, Charlotte! Our couriers have until 21:00 to deliver parcels. Keep us updated! ^HM","431088","Tue Oct 10 14:41:48 +0000 2017"
